Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Axon Development (GO:0061564)	10/99	1.0112581782903817E-4	0.011423200723391853	0	0	4.812899074394892	44.274556914442556	NTNG2;KLF7;BRSK2;GAP43;SLITRK2;APLP1;SLITRK5;NREP;APBB1;MAPK8IP3
Monoatomic Cation Transmembrane Transport (GO:0098655)	18/281	1.0795256624991748E-4	0.011423200723391853	0	0	2.957544033146345	27.013670785172987	KCND2;KCNB1;KCNC3;SLC39A11;SLC1A3;ATP1A3;ATP1A2;KCNA6;CACNA1C;ATP1B1;GRIN1;SLC8A2;SLC6A6;KCNV1;SLC4A8;SLC29A4;SCN3B;GAS6
Negative Regulation Of Cell Migration (GO:0030336)	13/163	1.1454402202000825E-4	0.011423200723391853	0	0	3.725321507760532	33.80562126926342	PTPRT;PTPRU;KANK1;NDRG4;DUSP3;NEXMIF;RHOB;SFRP1;SFRP2;DUSP10;ADAM15;CDH11;SRGAP3
Protein Phosphorylation (GO:0006468)	26/500	1.1956143577545297E-4	0.011423200723391853	0	0	2.387203051846714	21.560454564895423	DDR1;CAMK2B;BRSK2;EGFR;TTBK1;RELN;CAMKV;RPS6KA1;PIM2;EPHB1;PDK2;PDK1;DAPK1;LIMK2;LMTK3;DYRK1B;PRKCA;PINK1;SBK1;WNK2;ULK2;PRKCQ;GAS6;SGK1;BMPR1B;FGFR3
Negative Regulation Of JUN Kinase Activity (GO:0043508)	4/12	1.2208811182063783E-4	0.011423200723391853	0	0	21.22608695652174	191.26333547372903	DUSP10;PDCD4;DUSP16;MAPK8IP1
Vascular Transport (GO:0010232)	9/83	1.2953898593445255E-4	0.01161532907212258	0	0	5.202197802197802	46.567622786099584	SLC4A8;SLC6A6;SLC1A2;SLC29A4;SLC1A3;SLC2A3;ATP1A2;SLC5A3;SLC8A2
Peptidyl-Serine Modification (GO:0018209)	13/166	1.3762095958661964E-4	0.011846412201216218	0	0	3.6517107951828183	32.467387415926325	CAMK2B;GALNT16;DYRK1B;PRKCA;TTBK1;PINK1;SBK1;CAMKV;MGAT5B;ULK2;PRKCQ;GAS6;SGK1
Neuron Projection Guidance (GO:0097485)	11/124	1.4949878851662206E-4	0.012291080795382176	0	0	4.173806872570279	36.76381864036902	SEMA6B;NELL2;SEMA5B;NOTCH3;DRAXIN;KLF7;RELN;PRKCQ;SEMA4G;EPHB1;KALRN
Transport Across Blood-Brain Barrier (GO:0150104)	9/85	1.5577943684240585E-4	0.012291080795382176	0	0	5.064777327935222	44.40325441850115	SLC4A8;SLC6A6;SLC1A2;SLC29A4;SLC1A3;SLC2A3;ATP1A2;SLC5A3;SLC8A2
Regulation Of Stress-Activated MAPK Cascade (GO:0032872)	7/51	1.6563259436156276E-4	0.012291080795382176	0	0	6.785557986870897	59.07329347492324	PER1;FAS;MAPK8IP2;EPHB1;MAPK8IP3;EGFR;MAPK8IP1
Negative Regulation Of MAP Kinase Activity (GO:0043407)	7/51	1.6563259436156276E-4	0.012291080795382176	0	0	6.785557986870897	59.07329347492324	DUSP10;DUSP1;PDCD4;DUSP16;BMP7;ANKS1B;MAPK8IP1
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)	6/37	1.906030811926196E-4	0.01367259435755058	0	0	8.242710240878997	70.60142945860181	PER1;PINK1;DUSP10;DUSP3;DUSP1;ANKS1B
Positive Regulation Of Programmed Cell Death (GO:0043068)	16/245	2.0667547247026828E-4	0.014347277959871528	0	0	3.011072988147224	25.547029508462423	UNC13B;JUN;TNFRSF12A;DAPK1;BNIP3;GADD45G;RHOB;CLIP3;SFRP1;SFRP2;FAS;BMF;APBB1;PHLDA1;SOX4;RNF122
Negative Regulation Of Developmental Process (GO:0051093)	10/109	2.2533446538156214E-4	0.01463681816280437	0	0	4.324522760646109	36.31701670938111	KANK1;KLF7;SFRP1;PINK1;GRIN3A;BNIP3;VASH1;GAS6;SMARCA2;FGFR3
Synaptic Vesicle Docking (GO:0016081)	3/6	2.3552298402017185E-4	0.01463681816280437	0	0	42.37093275488069	353.95414792423617	UNC13B;STX1B;UNC13A
Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773)	3/6	2.3552298402017185E-4	0.01463681816280437	0	0	42.37093275488069	353.95414792423617	PTPRN2;PTPRN;RAB11FIP5
Lamellipodium Assembly (GO:0030032)	5/25	2.3805234000843538E-4	0.01463681816280437	0	0	10.62962962962963	88.68321251254032	CARMIL1;SPATA13;S1PR1;CDH13;SRGAP3
Negative Regulation Of Cell Motility (GO:2000146)	11/133	2.769412316552374E-4	0.01655493140339086	0	0	3.8641117504433105	31.653664452318214	PTPRT;PTPRU;KANK1;SFRP1;SFRP2;DUSP10;DUSP3;ADAM15;CDH11;SRGAP3;RHOB
Inorganic Cation Transmembrane Transport (GO:0098662)	17/284	3.6858824099072183E-4	0.021364938002958262	0	0	2.744664806575673	21.698854506951943	KCND2;KCNB1;KCNC3;SLC39A11;SLC1A3;ATP1A3;ATP1A2;KCNA6;CACNA1C;ATP1B1;CACNA1H;SLC8A2;SLC6A6;KCNV1;SLC4A8;SCN3B;GAS6
Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	6/42	3.9000995311293116E-4	0.021364938002958262	0	0	7.096069868995633	55.69945299057313	CACNG8;RELN;DAPK1;NPTX2;MAPK8IP2;DLGAP4
Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264)	3/7	4.050648065763604E-4	0.021364938002958262	0	0	31.7765726681128	248.22153715234452	PTPRT;DUSP10;DUSP3
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	8/77	4.096334121109086E-4	0.021364938002958262	0	0	4.949656750572083	38.60854974876126	NTNG2;KLF7;BRSK2;SLITRK2;APLP1;SLITRK5;APBB1;MAPK8IP2
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064)	4/16	4.169736970837579E-4	0.021364938002958262	0	0	14.147826086956522	110.10527846699924	ATP1A3;ATP1A2;CACNA1C;ATP1B1
Regulation Of Secretion (GO:0051046)	4/16	4.169736970837579E-4	0.021364938002958262	0	0	14.147826086956522	110.10527846699924	PTPRN2;PTPRN;MYO6;SGK1
Regulation Of Neuron Migration (GO:2001222)	5/29	4.929754712217401E-4	0.024110982137936016	0	0	8.856209150326798	67.44048557984028	CAMK2B;NTNG2;RELN;NEXMIF;SRGAP3
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)	5/29	4.929754712217401E-4	0.024110982137936016	0	0	8.856209150326798	67.44048557984028	ARHGAP44;KANK1;LIMK2;EVI5L;RAP1GAP
Positive Regulation Of Apoptotic Process (GO:0043065)	16/270	6.061030431324498E-4	0.028985194418245156	0	0	2.7111923509561304	20.085761570578967	UNC13B;JUN;TNFRSF12A;DAPK1;BNIP3;GADD45G;RHOB;CLIP3;SFRP1;SFRP2;FAS;BMF;APBB1;PHLDA1;SOX4;RNF122
Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031)	4/18	6.757412717640355E-4	0.03108768023517339	0	0	12.125465838509317	88.51226648877339	CCND2;MAPRE3;EGFR;TTBK1
Endodermal Cell Differentiation (GO:0035987)	5/31	6.789595590395675E-4	0.03108768023517339	0	0	8.174124350594939	59.62982018995543	MMP14;ITGB5;COL11A1;COL12A1;ITGA7
Positive Regulation Of Kinase Activity (GO:0033674)	9/104	7.062641078662973E-4	0.031664174169339	0	0	4.047865818392134	29.36937666473729	DDR1;RELN;AGAP2;MAPRE3;ROR2;GAS6;FGFR3;EGFR;EPHA2
Regulation Of Cell-Matrix Adhesion (GO:0001952)	7/65	7.54008503313397E-4	0.033114822431233266	0	0	5.14396740360673	36.985675585915	SFRP1;DUSP3;ADAM15;CDKN2A;NEXMIF;ENC1;CDH13
Axon Regeneration (GO:0031103)	3/9	9.39003913174662E-4	0.03962228276768377	0	0	21.182212581344903	147.6546567236902	GAP43;NREP;MAPK8IP3
Neuron Projection Regeneration (GO:0031102)	3/9	9.39003913174662E-4	0.03962228276768377	0	0	21.182212581344903	147.6546567236902	GAP43;NREP;MAPK8IP3
Response To Fibroblast Growth Factor (GO:0071774)	4/20	0.001031335069009076	0.04185287237995459	0	0	10.608695652173912	72.95495114539023	SFRP1;EGR3;IER2;ZFP36L1
Regulation Of Metal Ion Transport (GO:0010959)	5/34	0.0010502114816531355	0.04185287237995459	0	0	7.327398392307114	50.256894284415125	CAMK2B;NKAIN2;NKAIN1;PER1;NKAIN3
Regulation Of Neuronal Synaptic Plasticity (GO:0048168)	5/34	0.0010502114816531355	0.04185287237995459	0	0	7.327398392307114	50.256894284415125	CAMK2B;GRIK2;PPFIA3;SLC8A2;GRIN1
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	6/51	0.0011234045205795978	0.04395575505976899	0	0	5.674235807860262	38.53595657267732	CARMIL1;SFRP1;PXN;SYNPO;SORBS3;S100A10
Peptidyl-Serine Phosphorylation (GO:0018105)	11/158	0.001178769295198372	0.044605067736288063	0	0	3.2028202009280533	21.597527352627296	CAMK2B;PINK1;SBK1;CAMKV;DYRK1B;ULK2;PRKCA;PRKCQ;GAS6;SGK1;TTBK1
Regulation Of Sodium Ion Transport (GO:0002028)	5/35	0.0012021811936360166	0.044605067736288063	0	0	7.082788671023965	47.62196335015336	NKAIN2;NKAIN1;PER1;NKAIN3;SCN3B
Endoderm Formation (GO:0001706)	5/35	0.0012021811936360166	0.044605067736288063	0	0	7.082788671023965	47.62196335015336	MMP14;ITGB5;DUSP1;COL12A1;ITGA7
Nervous System Development (GO:0007399)	21/433	0.0012775890264401933	0.04587064725127888	0	0	2.2003769532534134	14.660628767462367	SEMA6B;CNTFR;EMX2;EGR2;ADGRV1;APLP1;LSAMP;CRMP1;MSI2;CYP46A1;KALRN;EGFR;SDK1;RELN;PTPRZ1;ENC1;MDGA1;EPHB1;SOX4;SH3GL2;FGF11
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	7/71	0.001278921391764281	0.04587064725127888	0	0	4.660284463894967	31.045595124422398	CARMIL1;SFRP1;ENC1;RAC3;CDH13;NPNT;S100A10
Positive Regulation Of Neuron Projection Development (GO:0010976)	8/92	0.0013406362997697794	0.04729589044433714	0	0	4.06265664160401	26.8728930148153	DDR1;CAMK2B;TUBB2B;NDRG4;TENM3;RELN;ROR2;BMP7
Cellular Response To Hypoxia (GO:0071456)	7/72	0.0013888995512901198	0.04820825539316674	0	0	4.588352129271167	30.187886083318656	NPEPPS;SFRP1;PINK1;KCND2;BNIP3;BMP7;ZFP36L1
Cellular Response To Decreased Oxygen Levels (GO:0036294)	7/73	0.0015061244161432357	0.051447297516511795	0	0	4.518599562363239	29.36283389236561	NPEPPS;SFRP1;PINK1;KCND2;BNIP3;BMP7;ZFP36L1
Cellular Response To Oxidative Stress (GO:0034599)	9/117	0.0016314007467656557	0.05485585010999517	0	0	3.558241758241758	22.83792100279535	JUN;PINK1;DAPK1;PXN;MGAT3;GPX7;FOS;PDK2;EGFR
Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	9/118	0.0017307431794598906	0.05671275398636164	0	0	3.5254158685351347	22.418840029739858	ARHGAP44;DOCK3;RELN;MCF2L;ARHGEF17;SPATA13;RHOU;SRGAP3;KALRN
Signal Release From Synapse (GO:0099643)	5/38	0.0017559045854595966	0.05671275398636164	0	0	6.437908496732026	40.84705591320886	PTPRN2;UNC13A;SYN2;PPFIA3;SYN1
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	14/244	0.0017656851845196234	0.05671275398636164	0	0	2.61143961352657	16.554480975581335	DDR1;NDRG4;DUSP3;PRKCA;NPNT;EGFR;DUSP10;WNK2;ACKR3;ROR2;GAS6;EPHB1;FGFR3;EPHA2
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	5/39	0.0019762997506343866	0.06163763859949565	0	0	6.248237857234397	38.904834188825205	KANK1;ADAM15;CDKN2A;NEXMIF;CORO2B
Neuron Projection Extension (GO:1990138)	5/39	0.0019762997506343866	0.06163763859949565	0	0	6.248237857234397	38.904834188825205	NELL2;SEMA5B;NRN1;ULK2;SH3GL2
Positive Regulation Of Cell Motility (GO:2000147)	13/221	0.002044387583377127	0.06285031542039396	0	0	2.6784922394678494	16.586983728423668	SEMA6B;CARMIL1;SEMA5B;PIK3R3;PRKCA;SEMA4G;EGFR;MMP14;DAAM2;RUFY3;CDH13;ROR2;EPHA2
Protein Kinase B Signaling (GO:0043491)	4/24	0.002102067330012795	0.06371336470686668	0	0	8.485217391304348	52.309956464567264	PIK3R3;GAS6;ZFP36L1;EPHA2
Sodium Ion Export Across Plasma Membrane (GO:0036376)	3/12	0.00233492698993311	0.06779129023983539	0	0	14.119305856832971	85.55981179218023	ATP1A3;ATP1A2;ATP1B1
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)	3/12	0.00233492698993311	0.06779129023983539	0	0	14.119305856832971	85.55981179218023	GRIA2;GRIN3A;GRIN1
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	7/79	0.002380090643845642	0.06779129023983539	0	0	4.140773158278629	25.012823517205252	CLIP3;KCNB1;STAC2;SLC5A3;EGFR;BBC3;EPHA2
Protein Dephosphorylation (GO:0006470)	9/124	0.0024331361606152115	0.06779129023983539	0	0	3.34044911610129	20.104741042498635	PTPRT;PTPRU;DUSP10;DUSP3;PTPRZ1;DUSP1;DUSP16;PTPN5;CTTNBP2NL
Regulation Of Synapse Organization (GO:0050807)	4/25	0.002457119255904814	0.06779129023983539	0	0	8.080745341614907	48.55530503039979	CAMK2B;SLITRK2;CTTNBP2;MDGA1
Cellular Response To Hexose Stimulus (GO:0071331)	4/25	0.002457119255904814	0.06779129023983539	0	0	8.080745341614907	48.55530503039979	UNC13B;KCNB1;GAS6;SOX4
Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)	4/25	0.002457119255904814	0.06779129023983539	0	0	8.080745341614907	48.55530503039979	PINK1;BNIP3;BMF;BBC3
Phosphorylation (GO:0016310)	20/429	0.0026100486693299537	0.07053416179486327	0	0	2.106544197008745	12.530538874748828	CAMK2B;BRSK2;DAPK1;LIMK2;LMTK3;DYRK1B;PRKCA;TTBK1;PINK1;WNK2;RPS6KA1;PRKCQ;PIM2;GAS6;SGK1;BMPR1B;EPHB1;DGKI;PDK2;PDK1
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	6/60	0.0026220877990655493	0.07053416179486327	0	0	4.726346433770015	28.092384243010596	PTPRT;SDK1;TENM3;CADM4;CADM2;CDH13
Extracellular Matrix Organization (GO:0030198)	11/176	0.0027706640942197942	0.07361073000939503	0	0	2.850772626931567	16.787254234262786	MMP14;ADAM15;FLRT2;ADAMTS1;COL11A1;SMOC1;COL12A1;APLP1;COL4A5;NPNT;GAS6
Positive Regulation Of Cell Junction Assembly (GO:1901890)	6/61	0.002852329948672352	0.07406721721960605	0	0	4.640174672489083	27.189656105047575	SFRP1;SLITRK2;SLITRK5;EPHB1;EPHA2;S100A10
Sodium Ion Transmembrane Transport (GO:0035725)	7/82	0.00294224647816647	0.07406721721960605	0	0	3.9745295404814005	23.16587086591909	SLC4A8;SLC6A6;ATP1A3;ATP1A2;ATP1B1;SCN3B;SLC8A2
Regulation Of Short-Term Neuronal Synaptic Plasticity (GO:0048172)	3/13	0.00298347087054401	0.07406721721960605	0	0	12.706724511930586	73.88538357290963	GRIK2;PPFIA3;SLC8A2
Intracellular Potassium Ion Homeostasis (GO:0030007)	3/13	0.00298347087054401	0.07406721721960605	0	0	12.706724511930586	73.88538357290963	ATP1A3;ATP1A2;ATP1B1
Positive Regulation Of Phosphorylation (GO:0042327)	13/231	0.0030018331507960603	0.07406721721960605	0	0	2.5543033829003843	14.836753260823087	DDR1;LIMK2;PIK3R3;EGFR;CLIP3;PINK1;RELN;CCND2;FAS;ROR2;GAS6;FGFR3;EPHA2
Neurotransmitter Secretion (GO:0007269)	5/43	0.0030631888162383544	0.07406721721960605	0	0	5.5893819516110534	32.353012892516034	PTPRN2;UNC13A;SYN2;PPFIA3;SYN1
Positive Regulation Of miRNA Transcription (GO:1902895)	5/43	0.0030631888162383544	0.07406721721960605	0	0	5.5893819516110534	32.353012892516034	JUN;MRTFB;FOS;KLF4;EGFR
Positive Regulation Of Stress Fiber Assembly (GO:0051496)	5/43	0.0030631888162383544	0.07406721721960605	0	0	5.5893819516110534	32.353012892516034	CARMIL1;SFRP1;PXN;SORBS3;S100A10
Positive Regulation Of Cell Growth (GO:0030307)	8/106	0.0032829870760124895	0.07763723283053711	0	0	3.479770855710705	19.900815011790726	SFRP1;MMP14;UNC13A;SFRP2;RUFY3;RPS6KA1;AKAP6;EGFR
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	8/106	0.0032829870760124895	0.07763723283053711	0	0	3.479770855710705	19.900815011790726	CCND2;ADAMTS1;CDKN2A;DPF3;UBE2E2;KLF4;SMARCA2;EGFR
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	9/130	0.003344947164236571	0.07824267714605544	0	0	3.173826173826174	18.09177524310388	JUN;ITGB5;PXN;PDCD4;ZYX;FOS;BMPR1B;BMP7;RGMA
Negative Regulation Of Cell Population Proliferation (GO:0008285)	18/379	0.0034473626749297673	0.07977123092955762	0	0	2.1437089301019836	12.15514214854597	PTPRU;BTG2;NDRG4;CDKN2A;P3H2;SMARCA2;TOB1;PTPN14;MN1;SFRP1;SFRP2;DUSP10;ADAMTS1;WNK2;CDH13;PIM2;BMPR1B;SOX4
Synapse Organization (GO:0050808)	9/131	0.0035200469314838325	0.08058660634631072	0	0	3.1476490722392363	17.78195396202793	UNC13B;SDK1;CACNB3;UNC13A;SLITRK2;WNT7B;ELFN1;PPFIA3;SLC8A2
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	7/85	0.0036008032298763485	0.08112940371065096	0	0	3.821073893283959	21.499648021137887	KANK1;SFRP1;SFRP2;DAAM2;WNK2;SOX4;EGFR
Calcium Ion-Regulated Exocytosis Of Neurotransmitter (GO:0048791)	3/14	0.003732254166986266	0.08112940371065096	0	0	11.550976138828634	64.57853776172392	UNC13B;UNC13A;SYT11
Contractile Actin Filament Bundle Assembly (GO:0030038)	3/14	0.003732254166986266	0.08112940371065096	0	0	11.550976138828634	64.57853776172392	PDLIM1;ITGB5;ZYX
Stress Fiber Assembly (GO:0043149)	3/14	0.003732254166986266	0.08112940371065096	0	0	11.550976138828634	64.57853776172392	PDLIM1;ITGB5;ZYX
Negative Regulation Of Cilium Assembly (GO:1902018)	3/14	0.003732254166986266	0.08112940371065096	0	0	11.550976138828634	64.57853776172392	LIMK2;EVI5L;MAP4
Cell-Matrix Adhesion (GO:0007160)	8/109	0.0038955177115162437	0.08383154115182956	0	0	3.3758902206010073	18.729198214372193	DDR1;ADAM15;ITGB5;CDH11;ZYX;ITGB8;ITGA7;NPNT
Regulation Of Intracellular Signal Transduction (GO:1902531)	15/297	0.004166424310322652	0.08874172200290523	0	0	2.2809553144102734	12.501225155377167	DOCK3;ARHGEF17;SEZ6;AKAP7;AKAP6;KALRN;EGFR;GNAI1;ARHGAP44;LBH;MCF2L;SPATA13;RHOU;SRGAP3;SGK1
Response To Reactive Oxygen Species (GO:0000302)	6/66	0.004237051253384142	0.08874172200290523	0	0	4.252401746724891	23.234645645270575	JUN;PTPRN;PXN;FOS;PDK2;EGFR
Alpha-Amino Acid Metabolic Process (GO:1901605)	4/29	0.004288633405344862	0.08874172200290523	0	0	6.786434782608696	36.998197944336795	SRR;CBS;KYAT1;RIMKLB
Cardiac Muscle Cell Action Potential (GO:0086001)	4/29	0.004288633405344862	0.08874172200290523	0	0	6.786434782608696	36.998197944336795	ATP1A2;CACNA1C;SCN3B;ATP1B1
Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	3/15	0.004585685303030282	0.09344818846186632	0	0	10.587852494577007	57.013634534071095	CCND2;MAPRE3;EGFR
Protein Autophosphorylation (GO:0046777)	10/162	0.004629580193432917	0.09344818846186632	0	0	2.8089496869928126	15.098916595502288	DDR1;CAMK2B;PINK1;DAPK1;WNK2;ULK2;PIM2;EPHB1;FGFR3;EGFR
Sodium Ion Transport (GO:0006814)	7/89	0.004646355095455249	0.09344818846186632	0	0	3.633932860116347	19.520296183835285	SLC4A8;SLC6A6;ATP1A2;ATP1B1;SGK1;SCN3B;SLC8A2
Potassium Ion Transmembrane Transport (GO:0071805)	9/137	0.004727044256161962	0.09419073369685688	0	0	2.999175824175824	16.058952481884475	KCNV1;KCND2;KCNB1;KCNC3;SLC1A3;ATP1A3;ATP1A2;KCNA6;ATP1B1
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	4/30	0.004859132481046443	0.09430345726481458	0	0	6.525083612040134	34.75843760905464	CAMK2B;ARHGAP44;RELN;KIF1A
Lamellipodium Organization (GO:0097581)	4/30	0.004859132481046443	0.09430345726481458	0	0	6.525083612040134	34.75843760905464	CARMIL1;SPATA13;S1PR1;CDH13
L-aspartate Import Across Plasma Membrane (GO:0140009)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	SLC1A2;SLC1A3
L-aspartate Transmembrane Transport (GO:0070778)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	SLC1A2;SLC1A3
Signal Complex Assembly (GO:0007172)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	PXN;MAPK8IP2
Kidney Morphogenesis (GO:0060993)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	WNT7B;SOX4
Negative Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000323)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	PER1;CRY2
Negative Regulation Of Neuron Migration (GO:2001223)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	NEXMIF;SRGAP3
Podocyte Cell Migration (GO:0090521)	2/5	0.005127093169137224	0.09430345726481458	0	0	28.186147186147185	148.63165399204522	KANK1;DAAM2
Neuron Projection Development (GO:0031175)	11/192	0.005344914607494458	0.09475118116416294	0	0	2.5966241020574925	13.58452386756864	BTG2;ADGRV1;BICDL1;MAP4;SRGAP3;SGK1;EPHB1;MAPK8IP3;RAB6B;BMP7;SH3GL2
