Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Amoebiasis	4/106	0.020826856291398244	0.2554761038411518	0	0	4.003047851264858	15.497847621654174	COL4A2;LAMA4;TLR4;VCL
Glutamatergic synapse	4/114	0.026348206210181965	0.3030043714170926	0	0	3.7104097974564296	13.492367522641098	ITPR1;SLC38A3;GLUL;GNG11
Protein export	2/28	0.03085031584987684	0.33390930096337285	0	0	7.801577909270217	27.138633593681813	SRP9;SEC11C
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	3/72	0.03419250867821099	0.34952342204393455	0	0	4.422680412371134	14.929857667632486	ITGA1;TCF7;ITGA8
Cellular senescence	5/185	0.03649414450780898	0.3534169783914133	0	0	2.8389756944444446	9.398722744694988	TRAF3IP2;CDK2;ITPR1;H2-Q4;RAD9A
Salivary secretion	3/78	0.041808812027794406	0.3846410706557085	0	0	4.067628865979382	12.913290444536326	SLC12A2;ITPR1;ATP2B1
Base excision repair	2/35	0.046442780765588484	0.40692722194610864	0	0	6.144522144522145	18.8608211434416	MPG;UNG
Proteoglycans in cancer	5/203	0.05080382600863837	0.4106321923543501	0	0	2.5785195707070705	7.683430360279963	TFAP4;FZD4;ITPR1;FLNA;TLR4
Alanine, aspartate and glutamate metabolism	2/37	0.051329024044293764	0.4106321923543501	0	0	5.792820512820513	17.201774233110324	GFPT2;GLUL
Phosphonate and phosphinate metabolism	1/6	0.057670415374589494	0.42003011735054135	0	0	20.20204081632653	57.63664404050928	PCYT1B
Protein digestion and absorption	3/90	0.05934924573104222	0.42003011735054135	0	0	3.5044436544614292	9.897655817726353	MME;COL4A2;SLC1A5
Homologous recombination	2/41	0.06161772199949414	0.42003011735054135	0	0	5.197633136094675	14.484793936161129	BARD1;BRCA1
Small cell lung cancer	3/92	0.06256049827638774	0.42003011735054135	0	0	3.425344607899919	9.493757794219981	COL4A2;LAMA4;CDK2
Regulation of actin cytoskeleton	5/217	0.06391762655334325	0.42003011735054135	0	0	2.4065202437106916	6.618315977515481	ENAH;ITGA1;ITGA8;CXCR4;VCL
Mineral absorption	2/44	0.06975249396211121	0.4425675478975332	0	0	4.825641025641025	12.849727072320201	HEPH;ATP2B1
Phosphatidylinositol signaling system	3/98	0.07266465577960747	0.4445669583763157	0	0	3.2080303852414542	8.411135438099594	INPP4B;PPIP5K2;ITPR1
Aldosterone synthesis and secretion	3/102	0.07977987921536317	0.4445669583763157	0	0	3.077788191190253	7.7821380320822815	ITPR1;ATP2B1;LDLR
ABC transporters	2/48	0.08110476553008404	0.4445669583763157	0	0	4.4051282051282055	11.065741777891423	ABCB6;ABCA9
Amino sugar and nucleotide sugar metabolism	2/49	0.08402676833504609	0.4445669583763157	0	0	4.311183851609384	10.677163548077221	GFPT2;RENBP
Pancreatic secretion	3/105	0.08530762039911619	0.4445669583763157	0	0	2.986810187992723	7.352007866039391	SLC12A2;ITPR1;ATP2B1
Human immunodeficiency virus 1 infection	5/238	0.08682186028603224	0.4445669583763157	0	0	2.1872764663805437	5.34547804966641	ITPR1;H2-Q4;CXCR4;GNG11;TLR4
N-Glycan biosynthesis	2/50	0.08698049185623569	0.4445669583763157	0	0	4.221153846153846	10.308359154488748	ALG8;B4GALT1
Toxoplasmosis	3/108	0.09099403496084134	0.45251087656202177	0	0	2.9010309278350515	6.953658935183416	LAMA4;TLR4;LDLR
Phagosome	4/180	0.10256593963070802	0.4966350761065862	0	0	2.31123410268488	5.263256412976768	TUBB3;H2-Q4;TCIRG1;TLR4
Ovarian steroidogenesis	2/57	0.10847088124421647	0.5117600551009187	0	0	3.6826107226107228	8.180085673949673	HSD17B7;LDLR
Pyrimidine metabolism	2/58	0.1116471394615469	0.5135768415231157	0	0	3.6166666666666667	7.929223116491011	DCTD;DTYMK
Basal cell carcinoma	2/63	0.1278748884006552	0.5738775479444038	0	0	3.3193778898696933	6.826974223350962	FZD4;TCF7
Glycolysis / Gluconeogenesis	2/67	0.14122829152970767	0.6187144200349098	0	0	3.1144773175542406	6.096208165281308	ENO1B;PCK2
Acute myeloid leukemia	2/69	0.14801319793080658	0.6189642822561002	0	0	3.021201683888251	5.771866340228489	TCF7;DUSP6
Cortisol synthesis and secretion	2/69	0.14801319793080658	0.6189642822561002	0	0	3.021201683888251	5.771866340228489	ITPR1;LDLR
Adipocytokine signaling pathway	2/71	0.15486311731440378	0.6197590871557266	0	0	2.933333333333333	5.4712934212595945	CAMKK2;PCK2
Nitrogen metabolism	1/17	0.15493977178893165	0.6197590871557266	0	0	6.309630102040816	11.765685914464035	GLUL
Adherens junction	2/72	0.1583108506108623	0.6197701385616737	0	0	2.8912820512820514	5.329195955055154	TCF7;VCL
Apoptosis	3/141	0.16255041071893495	0.6231099077559173	0	0	2.2036082474226806	4.00344297735188	ITPR1;CASP2;CTSC
Arginine biosynthesis	1/19	0.17151988032070245	0.6440746526328419	0	0	5.607993197278912	9.887206608811388	GLUL
Breast cancer	3/147	0.17701319727447493	0.6468050107988762	0	0	2.111146907216495	3.6555162907309273	FZD4;TCF7;BRCA1
Salmonella infection	2/78	0.17927747581925374	0.6468050107988762	0	0	2.66221322537112	4.575866744697604	FLNA;TLR4
Gastric cancer	3/150	0.18437499163489257	0.6524038165542352	0	0	2.0677466863033875	3.4961121804866155	FZD4;TCF7;CDK2
Mismatch repair	1/22	0.19578510698236704	0.6532412718180372	0	0	4.8061224489795915	7.83752465589223	RFC3
Rheumatoid arthritis	2/84	0.20063492037585198	0.6532412718180372	0	0	2.466666666666667	3.9621285694446944	TCIRG1;TLR4
Mannose type O-glycan biosynthesis	1/23	0.2037153355814816	0.6532412718180372	0	0	4.587430426716141	7.298747108656853	B4GALT1
Hippo signaling pathway	3/159	0.2069198000615497	0.6532412718180372	0	0	1.9475614591593973	3.068235064443039	RASSF4;FZD4;TCF7
Gap junction	2/86	0.20782085780815565	0.6532412718180372	0	0	2.4076923076923076	3.7826744159758303	TUBB3;ITPR1
Hypertrophic cardiomyopathy (HCM)	2/86	0.20782085780815565	0.6532412718180372	0	0	2.4076923076923076	3.7826744159758303	ITGA1;ITGA8
Wnt signaling pathway	3/160	0.20946323389817495	0.6532412718180372	0	0	1.9350581128110842	3.024896483216554	FZD4;TCF7;LGR4
Dilated cardiomyopathy (DCM)	2/90	0.22226913684535035	0.6597926804960887	0	0	2.2977855477855478	3.455562257418726	ITGA1;ITGA8
Progesterone-mediated oocyte maturation	2/90	0.22226913684535035	0.6597926804960887	0	0	2.2977855477855478	3.455562257418726	STK10;CDK2
RNA transport	3/167	0.2274533770906384	0.6597926804960887	0	0	1.8518041237113403	2.742170059726966	NUP107;NUP43;NUP37
Collecting duct acid secretion	1/27	0.23466575200912493	0.6597926804960887	0	0	3.8808869701726842	5.62570700950055	TCIRG1
Hematopoietic cell lineage	2/94	0.236794731870545	0.6597926804960887	0	0	2.1974358974358976	3.165541823701466	MME;ITGA1
Human cytomegalovirus infection	4/255	0.2437238612826393	0.6597926804960887	0	0	1.6144334578783313	2.279127049637779	ITPR1;H2-Q4;CXCR4;GNG11
Prostate cancer	2/97	0.24772297636230908	0.6597926804960887	0	0	2.127719298245614	2.969113528343301	TCF7;CDK2
Necroptosis	3/176	0.25098945545981016	0.6597926804960887	0	0	1.7546630117394673	2.4255485019289065	IL33;GLUL;TLR4
Circadian entrainment	2/99	0.25501857006808154	0.6597926804960887	0	0	2.0836373248744384	2.84712144787197	ITPR1;GNG11
Melanogenesis	2/100	0.25866823004353334	0.6597926804960887	0	0	2.062271062271062	2.7886214980657202	FZD4;TCF7
Glyoxylate and dicarboxylate metabolism	1/31	0.2644190399487812	0.6597926804960887	0	0	3.362755102040816	4.4732046355544925	GLUL
Glucagon signaling pathway	2/102	0.2659694063085119	0.6597926804960887	0	0	2.020820512820513	2.6763221270380053	ITPR1;PCK2
Transcriptional misregulation in cancer	3/183	0.2695372545285649	0.6597926804960887	0	0	1.6858247422680412	2.2101982734912244	PAX7;SIX1;DUSP6
Citrate cycle (TCA cycle)	1/32	0.2716757494661723	0.6597926804960887	0	0	3.2541145490454246	4.240586427607201	PCK2
Galactose metabolism	1/32	0.2716757494661723	0.6597926804960887	0	0	3.2541145490454246	4.240586427607201	B4GALT1
HIF-1 signaling pathway	2/104	0.2732706477488145	0.6597926804960887	0	0	1.9809954751131222	2.5699307530613167	ENO1B;TLR4
Endocytosis	4/269	0.2739142919245607	0.6597926804960887	0	0	1.5280477074982892	1.9787301361245737	WIPF3;H2-Q4;CXCR4;LDLR
Pathways in cancer	7/535	0.27610889346847195	0.6597926804960887	0	0	1.3449461722488039	1.7308918579492865	COL4A2;FZD4;LAMA4;TCF7;CDK2;CXCR4;GNG11
Calcium signaling pathway	3/189	0.28555710746673657	0.673621894536917	0	0	1.6309444629198537	2.0440842951744416	ITPR1;CXCR4;ATP2B1
Insulin resistance	2/110	0.2951473577539955	0.6778745487169106	0	0	1.8703703703703705	2.2823765460095378	GFPT2;PCK2
Primary immunodeficiency	1/36	0.2999972130793481	0.6778745487169106	0	0	2.8816326530612244	3.4694341160728244	UNG
Renin-angiotensin system	1/36	0.2999972130793481	0.6778745487169106	0	0	2.8816326530612244	3.4694341160728244	MME
Cholinergic synapse	2/113	0.3060546222038623	0.6778745487169106	0	0	1.8195426195426196	2.1543233393661443	ITPR1;GNG11
Thyroid cancer	1/37	0.3069046630939835	0.6778745487169106	0	0	2.8014455782312924	3.3091182884214025	TCF7
Leukocyte transendothelial migration	2/115	0.31330910617321156	0.6778745487169106	0	0	1.7871567960063535	2.07411165572925	CXCR4;VCL
Pyruvate metabolism	1/38	0.3137442947182595	0.6778745487169106	0	0	2.7255929398786543	3.159444573314536	PCK2
Oocyte meiosis	2/116	0.31693039323253397	0.6778745487169106	0	0	1.7713900134952767	2.0354566299241297	CDK2;ITPR1
African trypanosomiasis	1/39	0.32051677031723486	0.6778745487169106	0	0	2.653732545649839	3.0194717656688694	LAMA4
Porphyrin and chlorophyll metabolism	1/41	0.3338628713244691	0.6857988865390648	0	0	2.5207908163265307	2.7653703819512114	HEPH
Lysosome	2/124	0.3457231320417958	0.6857988865390648	0	0	1.6545607398066415	1.757337123470145	TCIRG1;CTSC
Intestinal immune network for IgA production	1/43	0.3469481384581217	0.6857988865390648	0	0	2.4005102040816326	2.541132012855372	CXCR4
Nucleotide excision repair	1/43	0.3469481384581217	0.6857988865390648	0	0	2.4005102040816326	2.541132012855372	RFC3
AMPK signaling pathway	2/126	0.3528630212892547	0.6857988865390648	0	0	1.6277088502894954	1.695544168467429	PCK2;CAMKK2
Kaposi sarcoma-associated herpesvirus infection	3/216	0.3581547410143202	0.6857988865390648	0	0	1.4222448090605488	1.4603469586971762	ITPR1;H2-Q4;GNG11
Glycosphingolipid biosynthesis	1/45	0.35977764380060984	0.6857988865390648	0	0	2.2911641929499074	2.3421863448078786	B4GALT1
Autophagy	2/130	0.3670602252282966	0.6857988865390648	0	0	1.576522435897436	1.5800370450773673	ITPR1;CAMKK2
Relaxin signaling pathway	2/131	0.37059111628684904	0.6857988865390648	0	0	1.564221824686941	1.5527340804059586	COL4A2;GNG11
FoxO signaling pathway	2/132	0.3741142483190782	0.6857988865390648	0	0	1.5521104536489152	1.526025765185525	CDK2;PCK2
Serotonergic synapse	2/132	0.3741142483190782	0.6857988865390648	0	0	1.5521104536489152	1.526025765185525	ITPR1;GNG11
Dopaminergic synapse	2/135	0.3846352168526576	0.6857988865390648	0	0	1.5168690958164643	1.449307568117195	ITPR1;GNG11
Cholesterol metabolism	1/49	0.38468916930569313	0.6857988865390648	0	0	2.0998086734693877	2.005988430797245	LDLR
Malaria	1/49	0.38468916930569313	0.6857988865390648	0	0	2.0998086734693877	2.005988430797245	TLR4
Purine metabolism	2/136	0.388125461331987	0.6857988865390648	0	0	1.5054726368159204	1.4248194057780215	ATIC;GART
Cysteine and methionine metabolism	1/50	0.3907648554462843	0.6857988865390648	0	0	2.056851311953353	1.9327188803146698	MTAP
Signaling pathways regulating pluripotency of stem cells	2/137	0.39160704286048637	0.6857988865390648	0	0	1.4942450142450143	1.4008492971489224	RIF1;FZD4
Viral carcinogenesis	3/229	0.392880699417303	0.6857988865390648	0	0	1.3395447495666455	1.2514687138203924	CDK2;MRPS18B;H2-Q4
Apelin signaling pathway	2/138	0.3950797933322873	0.6857988865390648	0	0	1.4831825037707391	1.37738342645119	ITPR1;GNG11
Vascular smooth muscle contraction	2/140	0.40199814980131404	0.6912865379760914	0	0	1.4615384615384615	1.3319113895616936	CALCRL;ITPR1
Glycosaminoglycan biosynthesis	1/53	0.4086360961583358	0.6961948304919795	0	0	1.937892464678179	1.7342786061763646	B4GALT1
Measles	2/144	0.4157219473314667	0.6969106634762324	0	0	1.4200794510653665	1.24645860327929	CDK2;TLR4
Endocrine and other factor-regulated calcium reabsorption	1/55	0.4202595061302998	0.6969106634762324	0	0	1.8659297052154196	1.617542529367161	ATP2B1
Retrograde endocannabinoid signaling	2/150	0.43600825461105736	0.6969106634762324	0	0	1.362092862092862	1.1306652528588228	ITPR1;GNG11
Endometrial cancer	1/58	0.43726977304070636	0.6969106634762324	0	0	1.767454350161117	1.4620469780616636	TCF7
Legionellosis	1/58	0.43726977304070636	0.6969106634762324	0	0	1.767454350161117	1.4620469780616636	TLR4
Inflammatory bowel disease (IBD)	1/59	0.4428287756572594	0.6969106634762324	0	0	1.7368930330752992	1.414824596019285	TLR4
Oxytocin signaling pathway	2/154	0.44932091566089744	0.6969106634762324	0	0	1.3259784075573549	1.060806477407878	ITPR1;CAMKK2
Cytosolic DNA-sensing pathway	1/61	0.45378339684000457	0.6969106634762324	0	0	1.678826530612245	1.3265000947773218	IL33
Long-term depression	1/61	0.45378339684000457	0.6969106634762324	0	0	1.678826530612245	1.3265000947773218	ITPR1
Allograft rejection	1/63	0.4645237090349114	0.6969106634762324	0	0	1.624506254114549	1.2455782789160381	H2-Q4
Hepatitis C	2/160	0.4689547991146947	0.6969106634762324	0	0	1.2752353132099967	0.9656705283942407	CDK2;LDLR
Central carbon metabolism in cancer	1/64	0.46981480607343235	0.6969106634762324	0	0	1.598639455782313	1.2076389286829168	SLC1A5
Graft-versus-host disease	1/64	0.46981480607343235	0.6969106634762324	0	0	1.598639455782313	1.2076389286829168	H2-Q4
Hepatitis B	2/163	0.4786153055059293	0.6969106634762324	0	0	1.2512820512820513	0.9220173452457446	CDK2;TLR4
Leishmaniasis	1/67	0.48537801207444786	0.6969106634762324	0	0	1.5257421150278294	1.1028480310505233	TLR4
Long-term potentiation	1/67	0.48537801207444786	0.6969106634762324	0	0	1.5257421150278294	1.1028480310505233	ITPR1
Influenza A	2/168	0.49447661346509886	0.6969106634762324	0	0	1.21328390485017	0.8544617688210492	IL33;TLR4
Type I diabetes mellitus	1/69	0.4955001052946971	0.6969106634762324	0	0	1.480717286914766	1.0397414848691406	H2-Q4
Cell adhesion molecules (CAMs)	2/170	0.5007356061756392	0.6969106634762324	0	0	1.1987179487179487	0.8291256938095934	ITGA8;H2-Q4
Hepatocellular carcinoma	2/171	0.503846512466654	0.6969106634762324	0	0	1.1915642542861478	0.8167977499512173	FZD4;TCF7
p53 signaling pathway	1/71	0.5054240974234667	0.6969106634762324	0	0	1.438265306122449	0.9814109823622339	CDK2
cGMP-PKG signaling pathway	2/172	0.5069449453183186	0.6969106634762324	0	0	1.1844947209653092	0.80468988866489	ITPR1;ATP2B1
Bile secretion	1/72	0.5103130139698027	0.6969106634762324	0	0	1.417936188559931	0.953889613974052	LDLR
Thyroid hormone synthesis	1/73	0.5151538460912011	0.6969106634762324	0	0	1.398171768707483	0.9273929227452032	ITPR1
Inositol phosphate metabolism	1/73	0.5151538460912011	0.6969106634762324	0	0	1.398171768707483	0.9273929227452032	INPP4B
Alzheimer disease	2/175	0.5161648441620651	0.6969106634762324	0	0	1.163776493256262	0.7696392598254569	MME;ITPR1
Bacterial invasion of epithelial cells	1/74	0.519947064136187	0.6969106634762324	0	0	1.3789488398098966	0.9018715273277892	VCL
Gastric acid secretion	1/74	0.519947064136187	0.6969106634762324	0	0	1.3789488398098966	0.9018715273277892	ITPR1
Tuberculosis	2/178	0.5252705645864852	0.6969106634762324	0	0	1.1437645687645688	0.7364034250345448	TCIRG1;TLR4
Pertussis	1/76	0.5293925177137138	0.6969106634762324	0	0	1.3420408163265307	0.8535716750208164	TLR4
Renin secretion	1/76	0.5293925177137138	0.6969106634762324	0	0	1.3420408163265307	0.8535716750208164	ITPR1
Axon guidance	2/180	0.5312769930836869	0.6969106634762324	0	0	1.1307980409104004	0.7151978152927444	ENAH;CXCR4
Synaptic vesicle cycle	1/77	0.5340456714681998	0.6969106634762324	0	0	1.324315252416756	0.8307084151769345	TCIRG1
Autoimmune thyroid disease	1/78	0.5386530480994596	0.697972963734511	0	0	1.3070500927643784	0.8086504709956135	H2-Q4
Cytokine-cytokine receptor interaction	3/292	0.5510128072670916	0.7054482715023842	0	0	1.0441622373631079	0.6223177974013532	IL33;ACKR4;CXCR4
RNA degradation	1/83	0.5610188040715633	0.7054482715023842	0	0	1.2270408163265305	0.7092306411738719	ENO1B
Peroxisome	1/84	0.5653607758708068	0.7054482715023842	0	0	1.2121957216621588	0.6913045651692873	DHRS4
PPAR signaling pathway	1/85	0.5696600168640339	0.7054482715023842	0	0	1.197704081632653	0.6739667203148879	PCK2
Viral myocarditis	1/87	0.578131975830874	0.7054482715023842	0	0	1.1697318462268629	0.6409581965563749	H2-Q4
Chemokine signaling pathway	2/197	0.5802225920913046	0.7054482715023842	0	0	1.0313214990138067	0.5613931230446078	CXCR4;GNG11
Colorectal cancer	1/88	0.5823055184487146	0.7054482715023842	0	0	1.1562280084447571	0.6252418846691916	TCF7
Alcoholism	2/199	0.5857297158034004	0.7054482715023842	0	0	1.020747103995835	0.5459943918304888	GNG11;CAMKK2
Steroid hormone biosynthesis	1/89	0.5864379795629191	0.7054482715023842	0	0	1.1430310760667903	0.6100223840453565	HSD17B7
Antigen processing and presentation	1/90	0.5905297614295532	0.7054482715023842	0	0	1.1301307039669801	0.5952796723613861	H2-Q4
GnRH signaling pathway	1/90	0.5905297614295532	0.7054482715023842	0	0	1.1301307039669801	0.5952796723613861	ITPR1
IL-17 signaling pathway	1/91	0.5945812626093844	0.7054482715023842	0	0	1.1175170068027211	0.5809947243908254	TRAF3IP2
Retinol metabolism	1/91	0.5945812626093844	0.7054482715023842	0	0	1.1175170068027211	0.5809947243908254	DHRS4
Morphine addiction	1/92	0.5985928775555149	0.7054482715023842	0	0	1.1051805337519622	0.5671494534150247	GNG11
NOD-like receptor signaling pathway	2/205	0.6019314055754039	0.7054482715023842	0	0	0.9902740937223696	0.5026747997519356	ITPR1;TLR4
Glycerophospholipid metabolism	1/97	0.6180662001526148	0.7182700419479269	0	0	1.0473533163265305	0.5039442150954275	PCYT1B
Toll-like receptor signaling pathway	1/99	0.6255897099862958	0.7182700419479269	0	0	1.025874635568513	0.4811973086013059	TLR4
Choline metabolism in cancer	1/99	0.6255897099862958	0.7182700419479269	0	0	1.025874635568513	0.4811973086013059	PCYT1B
AGE-RAGE signaling pathway in diabetic complications	1/101	0.6329657550304927	0.7182700419479269	0	0	1.0052551020408163	0.45974232066965576	COL4A2
Longevity regulating pathway	1/102	0.6365993792389626	0.7182700419479269	0	0	0.9952515659729239	0.4494702764590599	CAMKK2
NF-kappa B signaling pathway	1/102	0.6365993792389626	0.7182700419479269	0	0	0.9952515659729239	0.4494702764590599	TLR4
Chagas disease (American trypanosomiasis)	1/103	0.640197211301413	0.7182700419479269	0	0	0.9854441776710684	0.4394874162414859	TLR4
Parathyroid hormone synthesis, secretion and action	1/107	0.654237583102373	0.7295740320656766	0	0	0.9480650750866384	0.4022495216816559	ITPR1
Epstein-Barr virus infection	2/229	0.6619602961883997	0.7337391234859371	0	0	0.8844911329492827	0.36489655189580095	CDK2;H2-Q4
C-type lectin receptor signaling pathway	1/112	0.6710238206033731	0.7393316346767703	0	0	0.9051296194153337	0.36110204319932	ITPR1
Human T-cell leukemia virus 1 infection	2/245	0.6978160390197661	0.764274709402601	0	0	0.8255777144666033	0.2970426679591861	CDK2;H2-Q4
Platelet activation	1/125	0.71096911695618	0.7740728847333558	0	0	0.8097021066491112	0.2762106725610475	ITPR1
Inflammatory mediator regulation of TRP channels	1/127	0.7166705543448056	0.775690482349672	0	0	0.7967687074829932	0.2654347478723537	ITPR1
Spliceosome	1/132	0.7304393201445913	0.7825408844999786	0	0	0.7661629537311108	0.2406587692090343	SF3A2
Estrogen signaling pathway	1/134	0.7357585490135669	0.7825408844999786	0	0	0.7545649838882922	0.23154073460620184	ITPR1
Oxidative phosphorylation	1/134	0.7357585490135669	0.7825408844999786	0	0	0.7545649838882922	0.23154073460620184	TCIRG1
Ubiquitin mediated proteolysis	1/138	0.746085719643742	0.7871037791754226	0	0	0.7323849247728288	0.2145263688887453	BRCA1
Insulin signaling pathway	1/139	0.7486041378027117	0.7871037791754226	0	0	0.7270408163265306	0.2105110012745361	PCK2
Adrenergic signaling in cardiomyocytes	1/148	0.7701802923334637	0.8051884874395302	0	0	0.6822157434402333	0.1781474375603236	ATP2B1
mTOR signaling pathway	1/154	0.7835304333758665	0.8145175126619176	0	0	0.6552621048419368	0.15984815994578988	FZD4
MAPK signaling pathway	2/294	0.7884861780643191	0.8150643638417681	0	0	0.6853178784685634	0.16285921623127464	FLNA;DUSP6
Huntington disease	1/192	0.8518820707973759	0.875677659367135	0	0	0.5238807564910781	0.08398184478579086	ITPR1
cAMP signaling pathway	1/211	0.8775118245602543	0.8970120873282599	0	0	0.4760204081632653	0.062199134492029566	ATP2B1
Ras signaling pathway	1/233	0.9017227276995723	0.9166684082691785	0	0	0.4303967276565799	0.044523768227284204	GNG11
MicroRNAs in cancer	1/281	0.9392688195081142	0.9495904548873243	0	0	0.35573979591836735	0.02228836393246608	BRCA1
Neuroactive ligand-receptor interaction	1/348	0.9690418047274209	0.9743371151357674	0	0	0.2860671646180086	0.008996104565147338	CALCRL
Herpes simplex virus 1 infection	1/433	0.9868749301677697	0.9868749301677697	0	0	0.22877692743764172	0.003022592697076206	H2-Q4
